0.2335	0.1790673	0.4231634	0	1
0.475	0.3575538	0.597958	0	2
0.723	0.5305363	0.7283792	0	3
0.9805	0.7034715	0.8387321	0	4
1.2305	0.8968182	0.9470048	0	5
1.4675	1.078483	1.0385	0	6
1.7255	1.289795	1.135691	0	6
1.975	1.482116	1.217422	0	6
2.2275	1.660574	1.288633	0	7
2.474	1.816232	1.347677	0	8
2.7285	2.057817	1.434509	0	9
2.972	2.223328	1.491083	0	10
3.209	2.374506	1.540943	0	10
3.4595	2.581651	1.606752	0	11
3.7055	2.775157	1.66588	0	11
3.9475	2.928208	1.711201	0	11
4.1995	3.116258	1.765293	0	12
4.4565	3.366791	1.834882	0	12
4.7045	3.51994	1.87615	0	12
4.9555	3.744392	1.935043	0	12
5.206	3.927528	1.981799	0	13
5.4465	4.111193	2.027608	0	13
5.6945	4.243291	2.059925	0	14
5.9545	4.397629	2.097052	0	14
6.187	4.570316	2.13783	0	14
6.4455	4.76141	2.182066	0	15
6.6885	4.935936	2.221697	1	16
6.929	5.189554	2.278059	1	16
7.1935	5.457787	2.336191	1	17
7.43	5.629915	2.372744	1	17
7.6725	5.790139	2.406271	1	17
7.9115	5.997667	2.449013	1	17
8.165	6.16986	2.48392	1	18
8.428	6.346989	2.519323	1	19
8.69	6.536168	2.556593	2	19
8.953	6.807195	2.60906	2	20
9.2055	7.0608	2.657217	2	20
9.4515	7.301298	2.702091	2	20
9.714	7.497953	2.738239	3	21
9.9505	7.756928	2.785126	3	22
10.197	7.965174	2.822264	3	22
10.4605	8.213547	2.865929	3	23
10.7095	8.371295	2.893319	3	23
10.9515	8.537416	2.921886	3	23
11.1975	8.778883	2.962918	3	24
11.4505	8.973036	2.995503	3	24
11.7085	9.229142	3.03795	3	24
11.944	9.439584	3.072391	3	25
12.1785	9.507391	3.083406	3	25
12.4245	9.691145	3.11306	3	25
12.659	9.939689	3.152727	3	26
12.911	10.07612	3.17429	3	26
13.1595	10.15814	3.187184	3	26
13.392	10.37052	3.220329	3	26
13.6445	10.52538	3.244285	3	26
13.88	10.64192	3.262196	3	26
14.124	10.78402	3.283903	3	27
14.3595	10.97075	3.312212	3	27
14.6055	11.22848	3.350893	3	28
14.848	11.48964	3.389637	3	28
15.1035	11.6196	3.408753	3	28
15.3535	11.7244	3.424091	4	28
15.5995	11.88604	3.447614	4	28
15.839	12.02309	3.467433	4	28
16.09	12.0009	3.464232	4	28
16.345	12.12604	3.482246	5	28
16.6005	12.25603	3.500861	6	28
16.859	12.27526	3.503606	6	28
17.0985	12.404	3.521931	6	29
17.337	12.62774	3.553554	6	30
17.5845	12.83328	3.582356	6	31
17.84	13.05493	3.61316	6	31
18.0745	13.28159	3.644392	6	31
18.322	13.45504	3.668112	6	32
18.569	13.531	3.678451	7	32
18.819	13.73911	3.70663	7	33
19.0765	13.8946	3.727545	7	33
19.337	14.12249	3.75799	7	34
19.5945	14.34624	3.787643	8	35
19.8625	14.49684	3.807472	8	36
20.113	14.65256	3.827866	9	36
20.377	14.8503	3.853608	9	37
20.6245	14.992	3.87195	9	37
20.8755	15.25663	3.905973	9	37
21.1195	15.49897	3.936873	9	37
21.385	15.74865	3.968457	9	38
21.6285	15.96647	3.995807	9	38
21.8695	16.2556	4.031823	9	39
22.1035	16.38998	4.048454	9	39
22.336	16.54338	4.067355	10	39
22.5875	16.79674	4.098383	10	40
22.8315	16.99961	4.123058	10	41
23.077	17.24069	4.152191	10	42
23.3195	17.43114	4.175061	10	42
23.579	17.69961	4.20709	10	43
23.8275	17.84066	4.223821	10	43
24.0895	17.97648	4.239868	10	43
24.3405	18.23868	4.270677	10	44
24.5885	18.40537	4.290148	10	45
24.8255	18.66538	4.320345	10	46
25.073	18.90612	4.348117	11	46
25.31	18.96138	4.354467	11	47
25.545	19.26961	4.389716	11	47
25.803	19.28683	4.391678	12	48
26.0525	19.56052	4.422728	12	48
