0.001	0.0009994997	0.03161487	0	1
0.0015	0.001498499	0.03871045	0	1
0.003	0.002992496	0.05470371	0	1
0.004	0.003985993	0.06313472	0	1
0.004	0.003985993	0.06313472	0	1
0.006	0.005966983	0.07724625	0	1
0.0075	0.007447474	0.08629875	0	1
0.0075	0.007447474	0.08629875	0	1
0.0085	0.008431966	0.09182574	0	1
0.0095	0.009414457	0.09702813	0	1
0.0105	0.01039495	0.1019556	0	1
0.0125	0.01234992	0.1111302	0	1
0.0135	0.01332441	0.1154314	0	1
0.0155	0.01526738	0.1235613	0	1
0.016	0.01575188	0.1255065	0	1
0.017	0.01671936	0.1293034	0	1
0.018	0.01768484	0.1329844	0	1
0.019	0.01864832	0.1365589	0	1
0.0205	0.02008979	0.1417385	0	1
0.0215	0.02104827	0.1450802	0	1
0.0225	0.02200475	0.14834	0	1
0.023	0.02248224	0.1499408	0	1
0.0235	0.02295923	0.151523	0	1
0.0245	0.02391171	0.1546341	0	1
0.0255	0.02486218	0.1576775	0	1
0.0275	0.02675713	0.1635761	0	1
0.0285	0.0277016	0.166438	0	1
0.03	0.02911456	0.1706299	0	1
0.0305	0.02958454	0.1720016	0	1
0.0335	0.03339445	0.1827415	0	2
0.034	0.03386093	0.1840134	0	2
0.035	0.0347924	0.1865272	0	2
0.037	0.03664932	0.1914401	0	2
0.038	0.03857529	0.1964059	0	2
0.039	0.03949875	0.1987429	0	2
0.0395	0.03995973	0.1998993	0	2
0.04	0.04042021	0.2010478	0	2
0.041	0.04234017	0.2057673	0	2
0.0415	0.04279915	0.2068796	0	2
0.0425	0.04371561	0.2090828	0	2
0.0425	0.04371561	0.2090828	0	2
0.0435	0.04463007	0.2112583	0	2
0.044	0.04508654	0.2123359	0	2
0.0445	0.04554252	0.2134069	0	2
0.045	0.045998	0.2144714	0	2
0.047	0.04781491	0.2186662	0	2
0.048	0.04872036	0.2207269	0	2
0.0485	0.04917234	0.2217484	0	2
0.049	0.04962381	0.222764	0	2
0.0495	0.05007479	0.223774	0	2
0.05	0.05052526	0.2247783	0	2
0.052	0.05232216	0.2287404	0	2
0.053	0.05321761	0.2306894	0	2
0.054	0.05411106	0.2326178	0	2
0.054	0.05411106	0.2326178	0	2
0.0555	0.05544747	0.2354729	0	2
0.0555	0.05544747	0.2354729	0	2
0.057	0.05777989	0.2403745	0	2
0.0575	0.05822286	0.2412941	0	2
0.059	0.05954877	0.2440262	0	2
0.06	0.06043022	0.2458256	0	2
0.061	0.06130965	0.2476079	0	2
0.062	0.06218709	0.2493734	0	2
0.062	0.06218709	0.2493734	0	2
0.062	0.06218709	0.2493734	0	2
0.0645	0.06437194	0.2537163	0	2
0.0645	0.06437194	0.2537163	0	2
0.0655	0.06624287	0.2573769	0	2
0.0665	0.06711131	0.2590585	0	2
0.0675	0.06797774	0.2607254	0	2
0.068	0.06841021	0.2615534	0	2
0.0685	0.06884217	0.2623779	0	2
0.0695	0.0697046	0.2640163	0	2
0.0705	0.07056503	0.2656408	0	2
0.072	0.07185193	0.2680521	0	2
0.0735	0.07313432	0.2704336	0	2
0.075	0.07541271	0.2746137	0	2
0.0755	0.07583767	0.2753864	0	2
0.0765	0.07668609	0.2769225	0	2
0.078	0.07795498	0.2792042	0	2
0.0795	0.07921936	0.2814593	0	2
0.08	0.07963982	0.2822053	0	2
0.081	0.08047924	0.2836886	0	2
0.081	0.08047924	0.2836886	0	2
0.082	0.08131666	0.2851608	0	2
0.0825	0.08173462	0.2858927	0	2
0.083	0.08215208	0.2866218	0	2
0.084	0.08298549	0.288072	0	2
0.0855	0.08423187	0.2902273	0	2
0.086	0.08464632	0.2909404	0	2
0.0865	0.08506028	0.291651	0	2
0.0875	0.08588669	0.2930643	0	2
0.0885	0.08671111	0.2944675	0	2
0.0885	0.08671111	0.2944675	0	2
0.09	0.08794397	0.2965535	0	2
0.0905	0.08835393	0.2972439	0	2
0.0915	0.09017284	0.3002879	0	2
0.092	0.09058129	0.3009673	0	2
0.093	0.0913967	0.3023189	0	2
0.0935	0.09180365	0.3029912	0	2
0.0945	0.09261606	0.3043289	0	2
0.095	0.09402201	0.3066301	0	2
0.096	0.09483142	0.3079471	0	2
0.096	0.09483142	0.3079471	0	2
0.0975	0.09604177	0.3099061	0	2
0.0985	0.09684617	0.3112012	0	2
0.1	0.09804902	0.3131278	0	2
0.1005	0.09844897	0.3137658	0	2
0.101	0.09884842	0.3144017	0	2
0.102	0.1006463	0.317248	0	2
0.1035	0.1018387	0.3191217	0	2
0.105	0.1030265	0.3209774	0	2
0.1065	0.1042099	0.3228155	0	2
0.108	0.1053887	0.3246362	0	2
0.1085	0.1057806	0.3252394	0	2
0.109	0.1061721	0.3258406	0	2
0.11	0.1069535	0.3270374	0	2
0.1105	0.1073434	0.3276331	0	2
0.111	0.1077329	0.3282269	0	2
0.1115	0.1081218	0.3288188	0	2
0.1135	0.1096726	0.3311685	0	2
0.1135	0.1096726	0.3311685	0	2
0.114	0.110059	0.3317515	0	2
0.115	0.1108304	0.332912	0	2
0.116	0.1115998	0.3340656	0	2
0.1175	0.1127501	0.3357829	0	2
0.1185	0.1135145	0.3369191	0	2
0.1195	0.1152774	0.3395252	0	2
0.121	0.1174177	0.3426627	0	2
0.1215	0.1177966	0.3432152	0	2
0.1225	0.120554	0.3472089	0	3
0.123	0.1209315	0.347752	0	3
0.1235	0.1213084	0.3482936	0	3
0.1245	0.1220608	0.349372	0	3
0.125	0.1224362	0.3499089	0	3
0.1265	0.12456	0.3529306	0	3
0.1275	0.1253064	0.3539864	0	3
0.128	0.1256788	0.3545121	0	3
0.128	0.1256788	0.3545121	0	3
0.13	0.1301651	0.360784	0	3
0.1325	0.1320098	0.3633315	0	3
0.1325	0.1320098	0.3633315	0	3
0.1325	0.1320098	0.3633315	0	3
0.134	0.1341111	0.3662118	0	3
0.136	0.1355718	0.3682007	0	3
0.136	0.1355718	0.3682007	0	3
0.138	0.1370245	0.3701682	0	3
0.139	0.1387484	0.3724894	0	3
0.1395	0.1391093	0.3729736	0	3
0.1395	0.1391093	0.3729736	0	3
0.141	0.1411896	0.375752	0	3
0.1425	0.1422649	0.3771802	0	3
0.143	0.1426223	0.3776537	0	3
0.144	0.1433357	0.378597	0	3
0.145	0.144047	0.3795353	0	3
0.146	0.1447564	0.3804686	0	3
0.1465	0.1451103	0.3809335	0	3
0.1465	0.1451103	0.3809335	0	3
0.148	0.1471696	0.3836269	0	3
0.1485	0.1475215	0.3840853	0	3
0.15	0.1495748	0.386749	0	3
0.1515	0.1506231	0.3881019	0	3
0.1525	0.1513194	0.388998	0	3
0.154	0.1533607	0.3916129	0	3
0.154	0.1533607	0.3916129	0	3
0.154	0.1533607	0.3916129	0	3
0.154	0.1533607	0.3916129	0	3
0.1555	0.1543969	0.3929338	0	3
0.1555	0.1543969	0.3929338	0	3
0.1565	0.1560858	0.3950769	0	3
0.1585	0.1574565	0.3968079	0	3
0.1585	0.1574565	0.3968079	0	3
0.1595	0.1581388	0.3976667	0	3
0.162	0.1598359	0.3997948	0	3
0.1625	0.1601738	0.4002172	0	3
0.163	0.1605113	0.4006386	0	3
0.1635	0.1608482	0.4010588	0	3
0.1645	0.1635215	0.4043779	0	3
0.166	0.1655268	0.4068498	0	3
0.167	0.1681951	0.410116	0	3
0.168	0.1688604	0.4109263	0	3
0.1685	0.1701928	0.4125444	0	3
0.171	0.1718449	0.4145418	0	3
0.172	0.1725023	0.4153339	0	3
0.173	0.1731576	0.4161221	0	3
0.175	0.1744622	0.4176868	0	3
0.175	0.1744622	0.4176868	0	3
0.1765	0.1774365	0.4212321	0	3
0.177	0.1777599	0.4216158	0	3
0.1785	0.1787271	0.4227613	0	3
0.1795	0.1803699	0.4246998	0	3
0.1795	0.1803699	0.4246998	0	3
0.1805	0.1820108	0.4266272	0	3
0.181	0.1823302	0.4270014	0	3
0.1825	0.1832854	0.4281184	0	3
0.183	0.1836028	0.428489	0	3
0.1835	0.1839197	0.4288586	0	3
0.185	0.1858679	0.431124	0	3
0.186	0.1874977	0.4330101	0	3
0.1865	0.1888122	0.4345252	0	3
0.1875	0.1894385	0.4352453	0	3
0.1885	0.1900628	0.4359619	0	3
0.1895	0.1906851	0.436675	0	3
0.191	0.1966173	0.4434155	0	4
0.1915	0.1969262	0.4437637	0	4
0.1925	0.1975425	0.4444576	0	4
0.1935	0.1981568	0.4451481	0	4
0.194	0.1984632	0.4454921	0	4
0.195	0.1990745	0.4461777	0	4
0.196	0.2006843	0.4479781	0	4
0.1985	0.2021988	0.4496653	0	4
0.1985	0.2021988	0.4496653	0	4
0.199	0.2025003	0.4500003	0	4
0.201	0.2037009	0.4513323	0	4
0.203	0.2048934	0.4526516	0	4
0.204	0.2054867	0.4533065	0	4
0.205	0.206078	0.4539582	0	4
0.208	0.2098409	0.458084	0	4
0.209	0.2114247	0.4598094	0	4
0.209	0.2114247	0.4598094	0	4
0.21	0.212006	0.4604411	0	4
0.211	0.2135858	0.4621534	0	4
0.213	0.2147384	0.4633987	0	4
0.2135	0.2150253	0.4637082	0	4
0.2155	0.2191693	0.4681552	0	4
0.2165	0.2207381	0.4698278	0	4
0.217	0.222022	0.4711921	0	4
0.2185	0.2228692	0.4720902	0	4
0.22	0.2237119	0.4729819	0	4
0.2215	0.22455	0.4738671	0	4
0.2215	0.22455	0.4738671	0	4
0.2225	0.2251063	0.4744537	0	4
0.224	0.2269375	0.4763795	0	4
0.2245	0.2272134	0.476669	0	4
0.2255	0.2277636	0.4772459	0	4
0.227	0.2285853	0.4781059	0	4
